ticker,weight
JPC,0.06485300316770033
GSK,0.06476053110016824
TLK,0.0643851555793213
MCY,0.06431510752978119
TKC,0.0640324885654925
TBPH,0.06378345915358492
FR.PA,0.0635186334170867
EC,0.06304372248678775
UGP,0.06278788334726575
DRD,0.06268465600048088
SSL,0.06183539666780429
EN.PA,0.03956560161515778
ITRN,0.03869307752152491
UMC,0.03764614080896327
ASX,0.037399171564373605
GSL,0.037219834041367444
CMRE,0.03711963509645144
PAGS,0.036261590846628416
ZIM,0.03609491149005906
